Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
ACURA RDX,2,4,SemiAuto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,KHNXT02.0823,small SUV,6,22,28,24,5,No,370
ACURA RDX,2,4,SemiAuto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KHNXT02.0823,small SUV,6,22,28,24,5,No,370
ACURA RDX,2,4,SemiAuto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,KHNXT02.0823,small SUV,6,21,27,23,5,No,385
ACURA RDX,2,4,SemiAuto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KHNXT02.0823,small SUV,6,21,27,23,5,No,385
ACURA RDX A-SPEC,2,4,SemiAuto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,KHNXT02.0923,small SUV,6,22,27,24,5,No,374
ACURA RDX A-SPEC,2,4,SemiAuto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KHNXT02.0923,small SUV,6,22,27,24,5,No,374
ACURA RDX A-SPEC,2,4,SemiAuto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,KHNXT02.0923,small SUV,6,21,26,23,5,No,385
ACURA RDX A-SPEC,2,4,SemiAuto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KHNXT02.0923,small SUV,6,21,26,23,5,No,385
ACURA TLX,2.4,4,AMS-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KHNXV02.4VH3,small car,3,23,33,27,6,No,330
ACURA TLX,2.4,4,AMS-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KHNXV02.4VH3,small car,3,23,33,27,6,No,330
ACURA TLX,3.5,6,SemiAuto-9,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KHNXV03.5HH3,small car,3,20,31,24,5,No,376
ACURA TLX,3.5,6,SemiAuto-9,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KHNXV03.5HH3,small car,3,20,31,24,5,No,376
ACURA TLX,3.5,6,SemiAuto-9,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KHNXV03.5HH3,small car,3,20,29,23,5,No,379
ACURA TLX,3.5,6,SemiAuto-9,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KHNXV03.5HH3,small car,3,20,29,23,5,No,379
ACURA TLX AWD A-SPEC,3.5,6,SemiAuto-9,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KHNXV03.5HH3,small car,3,20,29,23,5,No,387
ACURA TLX AWD A-SPEC,3.5,6,SemiAuto-9,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KHNXV03.5HH3,small car,3,20,29,23,5,No,387
ACURA TLX FWD A-SPEC,2.4,4,AMS-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KHNXV02.4VH3,small car,3,23,32,26,5,No,336
ACURA TLX FWD A-SPEC,2.4,4,AMS-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KHNXV02.4VH3,small car,3,23,32,26,5,No,336
ACURA TLX FWD A-SPEC,3.5,6,SemiAuto-9,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KHNXV03.5HH3,small car,3,20,30,23,5,No,381
ACURA TLX FWD A-SPEC,3.5,6,SemiAuto-9,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KHNXV03.5HH3,small car,3,20,30,23,5,No,381
ASTON MARTIN DB11,4,8,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KASXV04.0AES,small car,3,18,24,20,4,No,431
ASTON MARTIN DB11,5.2,12,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KASXV05.2AM5,small car,3,15,21,17,3,No,497
ASTON MARTIN Vantage,4,8,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KASXV04.0AES,small car,3,18,25,21,4,No,435
BMW 430i Convertible,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,24,34,27,6,No,324
BMW 430i Convertible,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,24,34,27,6,No,324
BMW 430i Convertible,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,22,32,26,5,No,344
BMW 430i Convertible,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,22,32,26,5,No,344
BMW 430i Coupe,2,4,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,21,33,25,5,No,351
BMW 430i Coupe,2,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,21,33,25,5,No,351
BMW 430i Coupe,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,24,34,27,6,No,324
BMW 430i Coupe,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,24,34,27,6,No,324
BMW 430i Coupe,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,23,33,27,6,No,331
BMW 430i Coupe,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,23,33,27,6,No,331
BMW 430i Gran Coupe,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,24,34,27,6,No,324
BMW 430i Gran Coupe,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,24,34,27,6,No,324
BMW 430i Gran Coupe,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,23,33,27,6,No,331
BMW 430i Gran Coupe,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,23,33,27,6,No,331
BMW 440i Convertible,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,21,29,24,5,No,371
BMW 440i Convertible,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,21,29,24,5,No,371
BMW 440i Convertible,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,20,29,23,5,No,383
BMW 440i Convertible,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,20,29,23,5,No,383
BMW 440i Coupe,3,6,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,18,28,22,4,No,405
BMW 440i Coupe,3,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,18,28,22,4,No,405
BMW 440i Coupe,3,6,Man-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,18,28,21,4,No,413
BMW 440i Coupe,3,6,Man-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,18,28,21,4,No,413
BMW 440i Coupe,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,21,32,25,5,No,353
BMW 440i Coupe,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,21,32,25,5,No,353
BMW 440i Coupe,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,21,31,24,5,No,367
BMW 440i Coupe,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,21,31,24,5,No,367
BMW 440i Gran Coupe,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,21,32,25,5,No,353
BMW 440i Gran Coupe,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,21,32,25,5,No,353
BMW 440i Gran Coupe,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,21,31,24,5,No,367
BMW 440i Gran Coupe,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,21,31,24,5,No,367
BMW 530i,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,midsize car,7,24,34,27,6,No,324
BMW 530i,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,midsize car,7,24,34,27,6,No,324
BMW 640i Gran Coupe,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ03.0F16,small car,3,20,29,23,5,No,378
BMW 640i Gran Coupe,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ03.0F16,small car,3,20,29,23,5,No,378
BMW 640i Gran Coupe,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ03.0F16,small car,3,19,28,22,4,No,397
BMW 640i Gran Coupe,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ03.0F16,small car,3,19,28,22,4,No,397
BMW 650i Gran Coupe,4.4,8,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,small car,3,18,26,21,4,No,432
BMW 650i Gran Coupe,4.4,8,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,small car,3,18,26,21,4,No,432
BMW 650i Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,small car,3,17,25,20,4,No,448
BMW 650i Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,small car,3,17,25,20,4,No,448
BMW 740i,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,large car,3,21,29,24,5,No,371
BMW 740i,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,large car,3,21,29,24,5,No,371
BMW 740i,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,large car,3,20,29,23,5,No,383
BMW 740i,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,large car,3,20,29,23,5,No,383
BMW 750i,4.4,8,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,large car,3,18,26,21,4,No,432
BMW 750i,4.4,8,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,large car,3,18,26,21,4,No,432
BMW 750i,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,large car,3,17,25,20,4,No,448
BMW 750i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,large car,3,17,25,20,4,No,448
BMW Alpina B6 Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,small car,3,17,25,20,4,No,448
BMW Alpina B6 Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,small car,3,17,25,20,4,No,448
BMW Alpina B7,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,large car,3,17,25,20,4,No,448
BMW Alpina B7,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,large car,3,17,25,20,4,No,448
BMW M6 Gran Coupe,4.4,8,AMS-7,2WD,Gasoline,CA,L2,California LEV-II LEV,KBMXV04.4S63,small car,1,14,20,16,2,No,553
BMW M6 Gran Coupe,4.4,8,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,KBMXV04.4S63,small car,1,14,20,16,2,No,553
BMW M6 Gran Coupe,4.4,8,Man-6,2WD,Gasoline,CA,L2,California LEV-II LEV,KBMXV04.4S63,small car,1,15,22,17,3,No,522
BMW M6 Gran Coupe,4.4,8,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,KBMXV04.4S63,small car,1,15,22,17,3,No,522
BMW M760i xDrive,6.6,12,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV06.6N74,large car,3,13,20,16,2,No,571
BMW M760i xDrive,6.6,12,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV06.6N74,large car,3,13,20,16,2,No,571
BMW X3 sDrive30i,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small SUV,7,23,30,26,5,No,344
BMW X3 sDrive30i,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small SUV,7,23,30,26,5,No,344
BMW X4 M40i,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KBMXJ03.0B5X,small SUV,5,20,27,23,5,No,392
BMW X4 M40i,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KBMXJ03.0B5X,small SUV,5,20,27,23,5,No,392
BMW i8 Coupe,1.5,3,Auto-6,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,KBMXV01.5I8P,small car,3,26/68,29/70,27/69,10,Yes,191
BMW i8 Coupe,1.5,3,Auto-6,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,KBMXV01.5I8P,small car,3,26/68,29/70,27/69,10,Yes,191
BMW i8 Roadster,1.5,3,Auto-6,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,KBMXV01.5I8P,small car,3,26/68,29/70,27/69,10,Yes,191
BMW i8 Roadster,1.5,3,Auto-6,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,KBMXV01.5I8P,small car,3,26/68,29/70,27/69,10,Yes,191
BUICK Cascada,1.6,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KGMXV01.6001,small car,5,21,29,24,5,No,373
BUICK Cascada,1.6,4,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KGMXV01.6001,small car,5,21,29,24,5,No,373
BUICK Enclave,3.6,6,Auto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,KGMXT03.6151,standard SUV,6,18,26,21,4,No,420
BUICK Enclave,3.6,6,Auto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KGMXT03.6151,standard SUV,6,18,26,21,4,No,420
BUICK Enclave,3.6,6,Auto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,KGMXT03.6151,standard SUV,6,17,25,20,4,No,440
BUICK Enclave,3.6,6,Auto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KGMXT03.6151,standard SUV,6,17,25,20,4,No,440
BUICK Encore,1.4,4,SemiAuto-6,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,KGMXV01.4001,small SUV,3,26,31,28,6,No,312
BUICK Encore,1.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,KGMXV01.4001,small SUV,3,26,31,28,6,No,312
BUICK Encore,1.4,4,SemiAuto-6,4WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,KGMXV01.4001,small SUV,3,25,30,27,6,No,330
BUICK Encore,1.4,4,SemiAuto-6,4WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,KGMXV01.4001,small SUV,3,25,30,27,6,No,330
BUICK Envision,2,4,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KGMXT02.0100,small SUV,5,20,25,22,4,No,401
BUICK Envision,2,4,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KGMXT02.0100,small SUV,5,20,25,22,4,No,401
BUICK Envision,2.5,4,Auto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KGMXT02.5200,small SUV,5,22,29,25,5,No,359
BUICK Envision,2.5,4,Auto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KGMXT02.5200,small SUV,5,22,29,25,5,No,359
BUICK Envision,2.5,4,Auto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KGMXT02.5200,small SUV,5,21,27,24,5,No,377
BUICK Envision,2.5,4,Auto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KGMXT02.5200,small SUV,5,21,27,24,5,No,377
BUICK Lacrosse,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KGMXV02.5050,midsize car,5,25,35,29,6,No,308
BUICK Lacrosse,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KGMXV02.5050,midsize car,5,25,35,29,6,No,308
BUICK Lacrosse,3.6,6,SemiAuto-9,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KGMXV03.6165,midsize car,5,20,30,24,5,No,374
BUICK Lacrosse,3.6,6,SemiAuto-9,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KGMXV03.6165,midsize car,5,20,30,24,5,No,374
CADILLAC ATS-V,3.6,6,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KGMXV03.6042,small car,3,16,23,19,3,No,475
CADILLAC ATS-V,3.6,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KGMXV03.6042,small car,3,16,23,19,3,No,475
CADILLAC ATS-V,3.6,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KGMXV03.6042,small car,3,17,25,20,4,No,449
CADILLAC ATS-V,3.6,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KGMXV03.6042,small car,3,17,25,20,4,No,449
CADILLAC CTS,3.6,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KGMXV03.6042,midsize car,3,16,24,19,3,No,468
CADILLAC CTS,3.6,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KGMXV03.6042,midsize car,3,16,24,19,3,No,468
CADILLAC Escalade,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KGMXT06.2374,standard SUV,3,14,21,17,3,No,535
CADILLAC Escalade,6.2,8,Auto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KGMXT06.2374,standard SUV,3,14,21,17,3,No,535
CADILLAC XT5,3.6,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,KGMXT03.6151,small SUV,6,19,26,22,4,No,405
CADILLAC XT5,3.6,6,SemiAuto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KGMXT03.6151,small SUV,6,19,26,22,4,No,405
CADILLAC XT5,3.6,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,KGMXT03.6151,small SUV,6,18,25,21,4,No,423
CADILLAC XT5,3.6,6,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KGMXT03.6151,small SUV,6,18,25,21,4,No,423
CADILLAC XTS,3.6,6,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KGMXV03.6048,large car,7,19,28,22,4,No,408
CADILLAC XTS,3.6,6,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KGMXV03.6048,large car,7,19,28,22,4,No,408
CADILLAC XTS,3.6,6,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KGMXV03.6165,large car,5,19,28,22,4,No,408
CADILLAC XTS,3.6,6,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KGMXV03.6165,large car,5,19,28,22,4,No,408
CADILLAC XTS,3.6,6,SemiAuto-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KGMXV03.6042,large car,3,16,23,18,3,No,486
CADILLAC XTS,3.6,6,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KGMXV03.6042,large car,3,16,23,18,3,No,486
CADILLAC XTS,3.6,6,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KGMXV03.6165,large car,5,17,26,20,4,No,444
CADILLAC XTS,3.6,6,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KGMXV03.6165,large car,5,17,26,20,4,No,444
CADILLAC XTS Limo,3.6,6,SemiAuto-6,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,KGMXV03.6167,special purpose,3,15,21,17,3,No,521
CADILLAC XTS Limo,3.6,6,SemiAuto-6,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,KGMXV03.6167,special purpose,3,15,21,17,3,No,521
CHEVROLET Corvette,6.2,8,Man-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,KGMXV06.2089,small car,1,13,19,15,2,No,592
CHEVROLET Corvette,6.2,8,Man-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,KGMXV06.2089,small car,1,13,19,15,2,No,592
CHEVROLET Corvette,6.2,8,Man-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,KGMXV06.2090,small car,1,15,22,17,3,No,512
CHEVROLET Corvette,6.2,8,Man-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,KGMXV06.2090,small car,1,16,25,19,3,No,465
CHEVROLET Corvette,6.2,8,Man-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,KGMXV06.2090,small car,1,15,22,17,3,No,512
CHEVROLET Corvette,6.2,8,Man-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,KGMXV06.2090,small car,1,16,25,19,3,No,465
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,KGMXV06.2089,small car,1,12,20,15,2,No,613
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,KGMXV06.2089,small car,1,12,20,15,2,No,613
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,KGMXV06.2090,small car,1,14,23,17,3,No,532
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,KGMXV06.2090,small car,1,15,25,18,3,No,490
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,KGMXV06.2090,small car,1,14,23,17,3,No,532
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,KGMXV06.2090,small car,1,15,25,18,3,No,490
CHEVROLET Cruze,1.6,4,Auto-9,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,KGMXJ01.6356,small car,3,31,48,37,7,Yes,294
CHEVROLET Cruze,1.6,4,Auto-9,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,KGMXJ01.6356,small car,3,31,48,37,7,Yes,294
CHEVROLET Cruze Hatchback,1.6,4,Auto-9,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,KGMXJ01.6356,midsize car,3,30,45,35,6,No,310
CHEVROLET Cruze Hatchback,1.6,4,Auto-9,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,KGMXJ01.6356,midsize car,3,30,45,35,6,No,310
CHEVROLET Equinox,1.5,4,Auto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KGMXT01.5090,small SUV,5,26,32,28,6,No,315
CHEVROLET Equinox,1.5,4,Auto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KGMXT01.5090,small SUV,5,26,32,28,6,No,315
CHEVROLET Equinox,1.5,4,Auto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KGMXT01.5090,small SUV,5,25,30,27,6,No,334
CHEVROLET Equinox,1.5,4,Auto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KGMXT01.5090,small SUV,5,25,30,27,6,No,334
CHEVROLET Equinox,1.6,4,Auto-6,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,KGMXJ01.6356,small SUV,3,28,39,32,6,No,320
CHEVROLET Equinox,1.6,4,Auto-6,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,KGMXJ01.6356,small SUV,3,28,39,32,6,No,320
CHEVROLET Equinox,1.6,4,Auto-6,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,KGMXJ01.6356,small SUV,3,28,38,32,6,No,319
CHEVROLET Equinox,1.6,4,Auto-6,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,KGMXJ01.6356,small SUV,3,28,38,32,6,No,319
CHEVROLET Equinox,2,4,Auto-9,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KGMXT02.0100,small SUV,5,22,29,25,5,No,350
CHEVROLET Equinox,2,4,Auto-9,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KGMXT02.0100,small SUV,5,22,29,25,5,No,350
CHEVROLET Equinox,2,4,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KGMXT02.0100,small SUV,5,22,28,24,5,No,367
CHEVROLET Equinox,2,4,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KGMXT02.0100,small SUV,5,22,28,24,5,No,367
CHEVROLET Impala,2.5,4,SemiAuto-6,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,KGMXV02.5001,large car,3,22,29,25,5,No,362
