CHROM-BIN_START-BIN_END,PI EU,CHROM-BIN_START-BIN_END,PI EA,CHROM-BIN_START-BIN_END,PI ch,CHROM-BIN_START-BIN_END,PI pk,CHROM-BIN_START-BIN_END,PI sylv,CHROM-BIN_START-BIN_END,PI tril
A04-15625001-15725000,4.84E-05,A04-15800001-15900000,9.81E-06,A04-17000001-17100000,1.15E-05,A04-17900001-18000000,4.08E-05,A06-3125001-3225000,1.18E-05,A05-19775001-19875000,3.79E-06
A04-15650001-15750000,4.84E-05,A04-15825001-15925000,9.81E-06,A04-17125001-17225000,3.32E-05,A04-17925001-18025000,4.15E-05,A06-3150001-3250000,1.18E-05,A05-19800001-19900000,3.79E-06
A04-15675001-15775000,6.29E-05,A04-15875001-15975000,1.71E-05,A04-17150001-17250000,3.32E-05,A04-17950001-18050000,4.15E-05,A06-3175001-3275000,6.26E-06,A05-19825001-19925000,6.76E-06
A04-15700001-15800000,2.63E-05,A04-15900001-16000000,2.20E-05,A04-17175001-17275000,3.32E-05,A04-17975001-18075000,2.19E-05,A06-3200001-3300000,1.21E-06,A05-19850001-19950000,5.83E-06
A04-15725001-15825000,1.46E-05,A04-15925001-16025000,2.57E-05,A04-17200001-17300000,3.32E-05,A04-18000001-18100000,7.01E-07,A06-3225001-3325000,1.21E-06,A05-19875001-19975000,5.83E-06
A04-15750001-15850000,1.90E-05,A04-15950001-16050000,3.31E-05,A04-17250001-17350000,2.27E-05,A04-18050001-18150000,3.14E-05,A06-3250001-3350000,1.21E-06,A05-19900001-20000000,7.03E-06
A04-15775001-15875000,4.41E-06,A04-15975001-16075000,2.59E-05,A04-17275001-17375000,2.27E-05,A04-18075001-18175000,3.14E-05,A06-3350001-3450000,1.43E-06,A05-19925001-20025000,4.06E-06
A04-15800001-15900000,4.41E-06,A04-16000001-16100000,2.10E-05,A04-17300001-17400000,2.27E-05,A04-18100001-18200000,3.14E-05,A06-3375001-3475000,1.43E-06,A05-19950001-20050000,1.29E-05
A04-15825001-15925000,4.41E-06,A04-16025001-16125000,2.16E-05,A04-17325001-17425000,2.27E-05,A04-18125001-18225000,3.14E-05,A06-3400001-3500000,1.43E-06,A05-19975001-20075000,1.29E-05
A04-15875001-15975000,3.02E-06,A04-16050001-16150000,2.43E-05,A04-17475001-17575000,7.22E-06,A04-18150001-18250000,1.54E-05,A06-3425001-3525000,1.43E-06,A05-20000001-20100000,1.18E-05
A04-15900001-16000000,3.02E-06,A04-16075001-16175000,1.44E-05,A04-17500001-17600000,7.22E-06,A04-18175001-18275000,1.54E-05,A06-3475001-3575000,5.27E-06,A05-20025001-20125000,1.26E-05
A04-15925001-16025000,1.02E-05,A04-16100001-16200000,1.90E-05,A04-17525001-17625000,7.22E-06,A04-18200001-18300000,1.54E-05,A06-3500001-3600000,5.27E-06,A05-20050001-20150000,8.72E-07
A04-15950001-16050000,1.10E-05,A04-16125001-16225000,1.47E-05,A04-17550001-17650000,7.22E-06,A04-18225001-18325000,3.43E-05,A06-3525001-3625000,5.27E-06,A05-20075001-20175000,8.72E-07
A04-15975001-16075000,2.75E-05,A04-16150001-16250000,4.61E-06,A04-17600001-17700000,4.00E-07,A04-18250001-18350000,2.31E-05,A06-3550001-3650000,5.27E-06,A05-20100001-20200000,8.72E-07
A04-16000001-16100000,2.75E-05,A04-16175001-16275000,4.61E-06,A04-17625001-17725000,4.00E-07,A04-18275001-18375000,2.31E-05,A06-3650001-3750000,1.13E-05,A05-20175001-20275000,3.35E-06
A04-16025001-16125000,2.17E-05,A04-16375001-16475000,3.89E-06,A04-17650001-17750000,3.95E-05,A04-18300001-18400000,4.81E-05,A06-3675001-3775000,1.13E-05,A05-20200001-20300000,3.35E-06
A04-16050001-16150000,3.31E-05,A04-16400001-16500000,3.89E-06,A04-17675001-17775000,5.48E-05,A04-18325001-18425000,4.92E-05,A06-3700001-3800000,1.13E-05,A05-20225001-20325000,3.35E-06
A04-16075001-16175000,1.35E-05,A04-16425001-16525000,1.49E-05,A04-17700001-17800000,6.22E-05,A04-18350001-18450000,4.50E-05,A06-3725001-3825000,1.13E-05,A05-20250001-20350000,1.36E-05
A04-16100001-16200000,1.68E-05,A04-16450001-16550000,3.78E-05,A04-17725001-17825000,7.04E-05,A04-18375001-18475000,5.63E-05,A06-3875001-3975000,7.69E-07,A05-20275001-20375000,1.02E-05
A04-16125001-16225000,1.55E-05,A04-16475001-16575000,3.39E-05,A04-17750001-17850000,4.91E-05,A04-18400001-18500000,4.65E-05,A06-3900001-4000000,7.69E-07,A05-20300001-20400000,1.02E-05
A04-16150001-16250000,3.23E-06,A04-16500001-16600000,4.59E-05,A04-17775001-17875000,4.36E-05,A04-18425001-18525000,2.66E-05,A06-3925001-4025000,2.97E-06,A05-20325001-20425000,1.02E-05
A04-16175001-16275000,3.23E-06,A04-16525001-16625000,3.49E-05,A04-17800001-17900000,3.58E-05,A04-18450001-18550000,2.66E-05,A06-3950001-4050000,2.97E-06,A05-20350001-20450000,1.00E-06
A04-16375001-16475000,4.21E-06,A04-16550001-16650000,1.20E-05,A04-17825001-17925000,2.76E-05,A04-18475001-18575000,2.07E-05,A06-3975001-4075000,2.13E-05,A05-20375001-20475000,1.00E-06
A04-16400001-16500000,4.21E-06,A04-16575001-16675000,1.99E-05,A04-17850001-17950000,9.81E-06,A04-18500001-18600000,5.48E-06,A06-4000001-4100000,2.13E-05,A05-20400001-20500000,1.12E-05
A04-16425001-16525000,1.46E-05,A04-16600001-16700000,7.89E-06,A04-17875001-17975000,1.44E-05,A04-18525001-18625000,6.51E-06,A06-4025001-4125000,1.91E-05,A05-20425001-20525000,1.12E-05
A04-16450001-16550000,3.17E-05,A04-16625001-16725000,7.89E-06,A04-17900001-18000000,2.79E-05,A04-18550001-18650000,1.26E-05,A06-4050001-4150000,2.05E-05,A05-20450001-20550000,1.02E-05
A04-16475001-16575000,2.75E-05,A04-16650001-16750000,7.89E-06,A04-17925001-18025000,2.98E-05,A04-18575001-18675000,7.10E-06,A06-4075001-4175000,1.43E-06,A05-20475001-20575000,1.02E-05
A04-16500001-16600000,3.85E-05,A04-16675001-16775000,6.13E-06,A04-17950001-18050000,2.98E-05,A04-18600001-18700000,1.27E-05,A06-4100001-4200000,1.43E-06,A05-20575001-20675000,1.30E-05
A04-16525001-16625000,2.81E-05,A04-16700001-16800000,6.13E-06,A04-17975001-18075000,1.55E-05,A04-18625001-18725000,5.41E-05,A06-4125001-4225000,1.43E-06,A05-20600001-20700000,1.30E-05
A04-16550001-16650000,1.11E-05,A04-16725001-16825000,6.13E-06,A04-18000001-18100000,1.90E-06,A04-18650001-18750000,5.22E-05,A06-4300001-4400000,4.62E-06,A05-20625001-20725000,1.30E-05
A04-16575001-16675000,1.91E-05,A04-16750001-16850000,6.13E-06,A04-18050001-18150000,1.64E-05,A04-18675001-18775000,5.29E-05,A06-4325001-4425000,4.62E-06,A05-20650001-20750000,1.30E-05
A04-16600001-16700000,8.09E-06,A04-16775001-16875000,4.53E-06,A04-18075001-18175000,1.64E-05,A04-18700001-18800000,4.74E-05,A06-4350001-4450000,4.62E-06,A05-20700001-20800000,5.13E-06
A04-16625001-16725000,8.09E-06,A04-16800001-16900000,1.38E-05,A04-18100001-18200000,1.64E-05,A04-18725001-18825000,1.66E-05,A06-4375001-4475000,4.62E-06,A05-20725001-20825000,5.13E-06
A04-16650001-16750000,8.09E-06,A04-16825001-16925000,3.01E-05,A04-18125001-18225000,1.64E-05,A04-18750001-18850000,3.26E-05,A06-4450001-4550000,2.86E-06,A05-20750001-20850000,5.13E-06
A04-16675001-16775000,2.89E-06,A04-16850001-16950000,3.36E-05,A04-18150001-18250000,1.96E-05,A04-18775001-18875000,3.19E-05,A06-4475001-4575000,2.86E-06,A05-20775001-20875000,5.13E-06
A04-16700001-16800000,2.89E-06,A04-16875001-16975000,2.91E-05,A04-18175001-18275000,1.96E-05,A04-18800001-18900000,3.39E-05,A06-4500001-4600000,2.86E-06,A05-20800001-20900000,2.68E-05
A04-16725001-16825000,2.89E-06,A04-16900001-17000000,2.38E-05,A04-18200001-18300000,1.96E-05,A04-18825001-18925000,3.17E-05,A06-4525001-4625000,2.86E-06,A05-20825001-20925000,2.68E-05
A04-16750001-16850000,6.46E-06,A04-16925001-17025000,1.63E-05,A04-18225001-18325000,3.56E-05,A04-18850001-18950000,1.16E-05,A06-4625001-4725000,2.64E-06,A05-20850001-20950000,2.68E-05
A04-16775001-16875000,3.38E-05,A04-16950001-17050000,1.29E-05,A04-18250001-18350000,1.78E-05,A04-18875001-18975000,1.22E-05,A06-4650001-4750000,2.64E-06,A05-20875001-20975000,3.20E-05
A04-16800001-16900000,4.59E-05,A04-16975001-17075000,1.29E-05,A04-18275001-18375000,1.78E-05,A04-18900001-19000000,1.60E-05,A06-4675001-4775000,2.64E-06,A05-20900001-21000000,5.63E-06
A04-16825001-16925000,7.46E-05,A04-17000001-17100000,8.86E-06,A04-18300001-18400000,4.24E-05,A04-18925001-19025000,6.49E-06,A06-4700001-4800000,8.13E-06,A05-20925001-21025000,5.63E-06
A04-16850001-16950000,7.33E-05,A04-17125001-17225000,3.53E-05,A04-18325001-18425000,5.00E-05,A04-18950001-19050000,1.71E-05,A06-4725001-4825000,5.49E-06,A05-20950001-21050000,6.13E-06
A04-16875001-16975000,4.31E-05,A04-17150001-17250000,3.53E-05,A04-18350001-18450000,4.83E-05,A04-18975001-19075000,2.01E-05,A06-4750001-4850000,5.49E-06,A05-20975001-21075000,1.00E-06
A04-16900001-17000000,5.06E-05,A04-17175001-17275000,3.53E-05,A04-18375001-18475000,5.82E-05,A04-19000001-19100000,1.62E-05,A06-4775001-4875000,5.49E-06,A05-21000001-21100000,5.00E-07
A04-16925001-17025000,2.91E-05,A04-17200001-17300000,3.53E-05,A04-18400001-18500000,4.32E-05,A04-19025001-19125000,2.09E-05,A06-4850001-4950000,9.56E-06,A05-21025001-21125000,5.00E-07
A04-16950001-17050000,2.68E-05,A04-17250001-17350000,3.29E-05,A04-18425001-18525000,1.96E-05,A04-19050001-19150000,1.75E-05,A06-4875001-4975000,9.56E-06,A05-21050001-21150000,1.27E-05
A04-16975001-17075000,2.68E-05,A04-17275001-17375000,3.29E-05,A04-18450001-18550000,1.96E-05,A04-19075001-19175000,1.39E-05,A06-4900001-5000000,9.56E-06,A05-21075001-21175000,1.27E-05
A04-17000001-17100000,7.11E-06,A04-17300001-17400000,3.29E-05,A04-18475001-18575000,1.22E-05,A04-19100001-19200000,1.19E-05,A06-4925001-5025000,9.56E-06,A05-21100001-21200000,1.27E-05
A04-17125001-17225000,1.80E-05,A04-17325001-17425000,3.29E-05,A04-18500001-18600000,2.47E-06,A04-19125001-19225000,3.89E-05,A06-5125001-5225000,3.63E-06,A05-21125001-21225000,1.27E-05
A04-17150001-17250000,1.80E-05,A04-17475001-17575000,3.90E-06,A04-18525001-18625000,5.60E-06,A04-19150001-19250000,9.08E-05,A06-5150001-5250000,3.63E-06,A05-21350001-21450000,2.24E-06
A04-17175001-17275000,1.80E-05,A04-17500001-17600000,3.90E-06,A04-18550001-18650000,1.01E-05,A04-19175001-19275000,9.08E-05,A06-5175001-5275000,3.63E-06,A05-21375001-21475000,3.17E-06
A04-17200001-17300000,1.80E-05,A04-17525001-17625000,3.90E-06,A04-18575001-18675000,7.64E-06,A04-19200001-19300000,9.08E-05,A06-5200001-5300000,3.63E-06,A05-21400001-21500000,4.51E-06
A04-17250001-17350000,2.73E-05,A04-17550001-17650000,3.90E-06,A04-18600001-18700000,2.57E-05,A04-19225001-19325000,5.92E-05,A06-5500001-5600000,3.63E-06,A05-21425001-21525000,4.51E-06
A04-17275001-17375000,2.73E-05,A04-17600001-17700000,9.92E-07,A04-18625001-18725000,6.73E-05,A05-1-100000,9.86E-05,A06-5525001-5625000,3.63E-06,A05-21450001-21550000,2.27E-06
A04-17300001-17400000,2.73E-05,A04-17625001-17725000,9.92E-07,A04-18650001-18750000,6.39E-05,A05-25001-125000,7.75E-05,A06-5550001-5650000,3.63E-06,A05-21475001-21575000,1.35E-06
A04-17325001-17425000,2.73E-05,A04-17650001-17750000,3.59E-05,A04-18675001-18775000,6.65E-05,A05-50001-150000,9.99E-05,A06-5575001-5675000,3.63E-06,A05-21600001-21700000,5.94E-06
A04-17475001-17575000,4.14E-06,A04-17675001-17775000,5.40E-05,A04-18700001-18800000,4.85E-05,A05-75001-175000,6.49E-05,A06-5650001-5750000,4.95E-06,A05-21625001-21725000,5.94E-06
A04-17500001-17600000,4.14E-06,A04-17700001-17800000,6.10E-05,A04-18725001-18825000,1.72E-05,A05-100001-200000,7.24E-05,A06-5675001-5775000,4.95E-06,A05-21650001-21750000,3.88E-05
A04-17525001-17625000,4.14E-06,A04-17725001-17825000,7.17E-05,A04-18750001-18850000,3.72E-05,A05-125001-225000,8.27E-05,A06-5700001-5800000,4.95E-06,A05-21675001-21775000,3.88E-05
A04-17550001-17650000,4.14E-06,A04-17750001-17850000,5.42E-05,A04-18775001-18875000,3.46E-05,A05-150001-250000,4.74E-05,A06-5725001-5825000,4.95E-06,A05-21700001-21800000,3.96E-05
A04-17600001-17700000,2.05E-06,A04-17775001-17875000,4.54E-05,A04-18800001-18900000,4.06E-05,A05-175001-275000,7.77E-05,A06-5800001-5900000,9.78E-06,A05-21725001-21825000,3.96E-05
A04-17625001-17725000,2.05E-06,A04-17800001-17900000,3.75E-05,A04-18825001-18925000,2.97E-05,A05-200001-300000,5.56E-05,A06-5825001-5925000,9.78E-06,A05-21750001-21850000,6.74E-06
A04-17650001-17750000,3.67E-05,A04-17825001-17925000,2.68E-05,A04-18850001-18950000,8.56E-06,A05-225001-325000,4.53E-05,A06-5850001-5950000,9.78E-06,A05-21775001-21875000,9.21E-06
A04-17675001-17775000,4.62E-05,A04-17850001-17950000,9.33E-06,A04-18875001-18975000,9.22E-06,A05-250001-350000,3.99E-05,A06-5875001-5975000,9.78E-06,A05-21800001-21900000,2.46E-06
A04-17700001-17800000,5.02E-05,A04-17875001-17975000,1.91E-05,A04-18900001-19000000,5.03E-06,A05-400001-500000,8.98E-06,A06-5975001-6075000,2.53E-06,A05-21825001-21925000,5.33E-06
A04-17725001-17825000,6.09E-05,A04-17900001-18000000,3.68E-05,A04-18925001-19025000,2.49E-06,A05-425001-525000,8.98E-06,A06-6000001-6100000,3.52E-06,A05-21850001-21950000,5.83E-06
A04-17750001-17850000,3.64E-05,A04-17925001-18025000,3.81E-05,A04-18950001-19050000,1.82E-05,A05-450001-550000,9.68E-06,A06-6025001-6125000,3.52E-06,A05-21875001-21975000,5.19E-06
A04-17775001-17875000,3.97E-05,A04-17950001-18050000,3.81E-05,A04-18975001-19075000,2.41E-05,A05-475001-575000,1.45E-05,A06-6050001-6150000,3.52E-06,A05-21900001-22000000,5.19E-06
A04-17800001-17900000,3.37E-05,A04-17975001-18075000,1.90E-05,A04-19000001-19100000,2.43E-05,A05-500001-600000,5.81E-06,A06-6075001-6175000,3.63E-06,A05-21925001-22025000,2.82E-06
A04-17825001-17925000,2.29E-05,A04-18000001-18100000,1.29E-06,A04-19025001-19125000,2.55E-05,A05-525001-625000,8.19E-06,A06-6100001-6200000,6.92E-06,A05-21950001-22050000,2.32E-06
A04-17850001-17950000,1.29E-05,A04-18050001-18150000,2.54E-05,A04-19050001-19150000,1.79E-05,A05-550001-650000,1.23E-05,A06-6125001-6225000,6.92E-06,A05-21975001-22075000,5.00E-07
A04-17875001-17975000,2.23E-05,A04-18075001-18175000,2.54E-05,A04-19075001-19175000,1.13E-05,A05-575001-675000,1.77E-05,A06-6150001-6250000,1.12E-05,A05-22000001-22100000,5.00E-07
A04-17900001-18000000,4.02E-05,A04-18100001-18200000,2.54E-05,A04-19100001-19200000,9.28E-06,A05-600001-700000,1.73E-05,A06-6175001-6275000,1.49E-05,A05-22100001-22200000,2.96E-06
A04-17925001-18025000,4.21E-05,A04-18125001-18225000,2.54E-05,A04-19125001-19225000,4.11E-05,A05-625001-725000,1.77E-05,A06-6200001-6300000,1.47E-05,A05-22125001-22225000,2.96E-06
A04-17950001-18050000,4.21E-05,A04-18150001-18250000,1.79E-05,A04-19150001-19250000,9.63E-05,A05-650001-750000,5.21E-05,A06-6225001-6325000,2.16E-05,A05-22150001-22250000,3.88E-06
A04-17975001-18075000,1.97E-05,A04-18175001-18275000,1.79E-05,A04-19175001-19275000,9.63E-05,A05-675001-775000,4.20E-05,A06-6250001-6350000,1.74E-05,A05-22175001-22275000,3.88E-06
A04-18000001-18100000,1.87E-06,A04-18200001-18300000,1.79E-05,A04-19200001-19300000,9.63E-05,A05-700001-800000,4.20E-05,A06-6275001-6375000,1.24E-05,A05-22200001-22300000,9.23E-07
A04-18050001-18150000,1.53E-05,A04-18225001-18325000,3.61E-05,A04-19225001-19325000,6.33E-05,A05-725001-825000,4.38E-05,A06-6300001-6400000,8.35E-06,A05-22225001-22325000,9.23E-07
A04-18075001-18175000,1.53E-05,A04-18250001-18350000,2.14E-05,A05-1-100000,7.81E-05,A05-750001-850000,4.57E-06,A06-6325001-6425000,1.43E-06,A05-22425001-22525000,9.94E-06
A04-18100001-18200000,1.53E-05,A04-18275001-18375000,2.14E-05,A05-25001-125000,6.14E-05,A05-775001-875000,5.60E-06,A06-6350001-6450000,1.43E-06,A05-22450001-22550000,1.32E-05
A04-18125001-18225000,1.53E-05,A04-18300001-18400000,4.66E-05,A05-50001-150000,8.23E-05,A05-800001-900000,8.10E-06,A06-6550001-6650000,9.01E-06,A05-22475001-22575000,1.32E-05
A04-18150001-18250000,1.73E-05,A04-18325001-18425000,5.13E-05,A05-75001-175000,6.92E-05,A05-825001-925000,3.53E-06,A06-6575001-6675000,9.01E-06,A05-22500001-22600000,1.32E-05
A04-18175001-18275000,1.73E-05,A04-18350001-18450000,4.81E-05,A05-100001-200000,7.51E-05,A05-850001-950000,9.96E-06,A06-6600001-6700000,9.01E-06,A05-22525001-22625000,6.62E-06
A04-18200001-18300000,1.73E-05,A04-18375001-18475000,5.89E-05,A05-125001-225000,8.24E-05,A05-875001-975000,8.93E-06,A06-6625001-6725000,9.01E-06,A05-22550001-22650000,3.32E-06
A04-18225001-18325000,4.64E-05,A04-18400001-18500000,4.73E-05,A05-150001-250000,4.80E-05,A05-900001-1000000,1.76E-05,A06-6700001-6800000,2.31E-06,A05-22575001-22675000,7.59E-06
A04-18250001-18350000,3.70E-05,A04-18425001-18525000,2.44E-05,A05-175001-275000,5.60E-05,A05-925001-1025000,1.87E-05,A06-6725001-6825000,7.80E-06,A05-22600001-22700000,9.90E-06
A04-18275001-18375000,3.70E-05,A04-18450001-18550000,2.44E-05,A05-200001-300000,3.11E-05,A05-950001-1050000,1.22E-05,A06-6750001-6850000,7.80E-06,A05-22625001-22725000,6.58E-06
A04-18300001-18400000,6.44E-05,A04-18475001-18575000,1.77E-05,A05-225001-325000,2.39E-05,A05-975001-1075000,1.22E-05,A06-6775001-6875000,7.80E-06,A05-22650001-22750000,1.01E-05
A04-18325001-18425000,4.66E-05,A04-18500001-18600000,4.05E-06,A05-250001-350000,2.23E-05,A05-1000001-1100000,1.03E-06,A06-6800001-6900000,1.20E-05,A05-22675001-22775000,8.74E-06
A04-18350001-18450000,3.87E-05,A04-18525001-18625000,6.12E-06,A05-400001-500000,9.80E-06,A05-1125001-1225000,1.81E-05,A06-6825001-6925000,6.48E-06,A05-22700001-22800000,6.44E-06
A04-18375001-18475000,4.73E-05,A04-18550001-18650000,1.15E-05,A05-425001-525000,9.80E-06,A05-1150001-1250000,1.81E-05,A06-6850001-6950000,6.48E-06,A05-22725001-22825000,7.44E-06
A04-18400001-18500000,2.35E-05,A04-18575001-18675000,7.42E-06,A05-450001-550000,1.06E-05,A05-1175001-1275000,1.81E-05,A06-6875001-6975000,6.48E-06,A05-22750001-22850000,3.94E-06
A04-18425001-18525000,1.23E-05,A04-18600001-18700000,2.05E-05,A05-475001-575000,1.41E-05,A05-1200001-1300000,3.82E-05,A06-7050001-7150000,5.49E-06,A05-22775001-22875000,1.00E-06
A04-18450001-18550000,1.23E-05,A04-18625001-18725000,6.44E-05,A05-500001-600000,4.29E-06,A05-1225001-1325000,4.62E-05,A06-7075001-7175000,5.49E-06,A05-22800001-22900000,1.00E-06
A04-18475001-18575000,4.86E-06,A04-18650001-18750000,6.20E-05,A05-525001-625000,5.79E-06,A05-1250001-1350000,4.62E-05,A06-7100001-7200000,5.49E-06,A05-22825001-22925000,2.24E-06
A04-18500001-18600000,1.23E-06,A04-18675001-18775000,6.37E-05,A05-550001-650000,1.07E-05,A05-1275001-1375000,6.09E-05,A06-7125001-7225000,5.49E-06,A05-22850001-22950000,2.24E-06
A04-18525001-18625000,1.42E-05,A04-18700001-18800000,5.06E-05,A05-575001-675000,1.81E-05,A05-1300001-1400000,4.08E-05,A06-7175001-7275000,9.01E-06,A05-22875001-22975000,2.24E-06
A04-18550001-18650000,1.91E-05,A04-18725001-18825000,1.74E-05,A05-600001-700000,1.81E-05,A05-1325001-1425000,1.61E-05,A06-7200001-7300000,1.26E-05,A05-22900001-23000000,2.24E-06
A04-18575001-18675000,1.79E-05,A04-18750001-18850000,3.57E-05,A05-625001-725000,1.80E-05,A05-1350001-1450000,1.78E-05,A06-7225001-7325000,1.26E-05,A05-22950001-23050000,3.56E-06
A04-18600001-18700000,3.45E-05,A04-18775001-18875000,3.40E-05,A05-650001-750000,4.54E-05,A05-1375001-1475000,2.45E-05,A06-7250001-7350000,1.26E-05,A05-22975001-23075000,3.56E-06
A04-18625001-18725000,4.98E-05,A04-18800001-18900000,3.80E-05,A05-675001-775000,3.45E-05,A05-1400001-1500000,2.45E-05,A06-7275001-7375000,6.26E-06,A05-23000001-23100000,6.41E-06
A04-18650001-18750000,4.69E-05,A04-18825001-18925000,3.39E-05,A05-700001-800000,3.45E-05,A05-1425001-1525000,4.06E-05,A06-7300001-7400000,2.64E-06,A05-23025001-23125000,6.41E-06
A04-18675001-18775000,4.69E-05,A04-18850001-18950000,1.27E-05,A05-725001-825000,4.79E-05,A05-1450001-1550000,3.89E-05,A06-7325001-7425000,8.24E-06,A05-23050001-23150000,3.35E-06
A04-18700001-18800000,3.02E-05,A04-18875001-18975000,1.34E-05,A05-750001-850000,1.77E-05,A05-1475001-1575000,1.75E-05,A06-7350001-7450000,1.55E-05,A05-23075001-23175000,2.89E-05
A04-18725001-18825000,1.96E-05,A04-18900001-19000000,1.36E-05,A05-775001-875000,2.02E-05,A05-1500001-1600000,1.75E-05,A06-7375001-7475000,1.53E-05,A05-23100001-23200000,2.61E-05
A04-18750001-18850000,2.83E-05,A04-18925001-19025000,4.95E-06,A05-800001-900000,2.29E-05,A05-1550001-1650000,1.45E-05,A06-7400001-7500000,1.53E-05,A05-23125001-23225000,7.65E-05
A04-18775001-18875000,2.83E-05,A04-18950001-19050000,1.86E-05,A05-825001-925000,8.16E-06,A05-1575001-1675000,3.64E-05,A06-7425001-7525000,1.33E-05,A05-23150001-23250000,0.000100824
A04-18800001-18900000,3.29E-05,A04-18975001-19075000,2.30E-05,A05-850001-950000,1.19E-05,A05-1600001-1700000,3.64E-05,A06-7450001-7550000,6.04E-06,A05-23175001-23275000,7.52E-05
A04-18825001-18925000,1.91E-05,A04-19000001-19100000,2.06E-05,A05-875001-975000,9.49E-06,A05-1625001-1725000,3.64E-05,A06-7475001-7575000,7.58E-06,A05-23200001-23300000,7.62E-05
A04-18850001-18950000,8.47E-06,A04-19025001-19125000,2.41E-05,A05-900001-1000000,7.55E-06,A05-1650001-1750000,2.20E-05,A06-7500001-7600000,7.58E-06,A05-23225001-23325000,2.58E-05
A04-18875001-18975000,1.23E-05,A04-19050001-19150000,1.83E-05,A05-925001-1025000,7.55E-06,A05-1725001-1825000,5.61E-06,A06-7525001-7625000,3.96E-06,A05-23250001-23350000,9.74E-07
A04-18900001-19000000,9.63E-06,A04-19075001-19175000,1.32E-05,A05-950001-1050000,7.84E-07,A05-1750001-1850000,5.61E-06,A06-7550001-7650000,6.81E-06,A05-23275001-23375000,9.74E-07
A04-18925001-19025000,5.73E-06,A04-19100001-19200000,1.13E-05,A05-975001-1075000,7.84E-07,A05-1775001-1875000,2.24E-05,A06-7575001-7675000,2.86E-06,A05-23300001-23400000,4.74E-07
A04-18950001-19050000,2.93E-05,A04-19125001-19225000,4.57E-05,A05-1125001-1225000,1.13E-05,A05-1800001-1900000,2.24E-05,A06-7600001-7700000,2.86E-06,A05-23325001-23425000,4.74E-07
A04-18975001-19075000,2.55E-05,A04-19150001-19250000,0.000109566,A05-1150001-1250000,1.13E-05,A05-1825001-1925000,2.62E-05,A06-7625001-7725000,2.86E-06,A05-23350001-23450000,4.74E-07
A04-19000001-19100000,2.59E-05,A04-19175001-19275000,0.000109566,A05-1175001-1275000,1.13E-05,A05-1850001-1950000,2.62E-05,A06-7700001-7800000,2.86E-06,A05-23375001-23475000,1.39E-05
A04-19025001-19125000,3.05E-05,A04-19200001-19300000,0.000109566,A05-1200001-1300000,2.76E-05,A05-1875001-1975000,9.40E-06,A06-7725001-7825000,2.86E-06,A05-23400001-23500000,1.34E-05
A04-19050001-19150000,1.16E-05,A04-19225001-19325000,7.17E-05,A05-1225001-1325000,4.35E-05,A05-1900001-2000000,1.36E-05,A06-7750001-7850000,2.86E-06,A05-23425001-23525000,1.34E-05
A04-19075001-19175000,1.16E-05,A05-1-100000,9.24E-05,A05-1250001-1350000,4.35E-05,A05-1925001-2025000,4.16E-06,A06-7775001-7875000,2.86E-06,A05-23450001-23550000,1.34E-05
A04-19100001-19200000,9.26E-06,A05-25001-125000,7.32E-05,A05-1275001-1375000,6.83E-05,A05-1950001-2050000,4.16E-06,A06-7800001-7900000,9.89E-06,A05-23500001-23600000,1.42E-06
A04-19125001-19225000,3.48E-05,A05-50001-150000,9.60E-05,A05-1300001-1400000,5.20E-05,A05-1975001-2075000,4.16E-06,A06-7825001-7925000,9.89E-06,A05-23525001-23625000,1.42E-06
A04-19150001-19250000,7.61E-05,A05-75001-175000,7.26E-05,A05-1325001-1425000,2.66E-05,A05-2000001-2100000,1.15E-05,A06-7850001-7950000,1.13E-05,A05-23550001-23650000,1.42E-06
A04-19175001-19275000,7.61E-05,A05-100001-200000,7.93E-05,A05-1350001-1450000,2.66E-05,A05-2025001-2125000,1.15E-05,A06-7875001-7975000,1.82E-05,A05-23575001-23675000,1.42E-06
A04-19200001-19300000,7.61E-05,A05-125001-225000,8.99E-05,A05-1375001-1475000,6.11E-06,A05-2050001-2150000,1.64E-05,A06-7900001-8000000,1.12E-05,A05-23600001-23700000,2.24E-06
A04-19225001-19325000,4.60E-05,A05-150001-250000,5.30E-05,A05-1400001-1500000,6.11E-06,A05-2075001-2175000,2.45E-05,A06-7925001-8025000,1.41E-05,A05-23625001-23725000,2.24E-06
A05-1-100000,6.37E-05,A05-175001-275000,7.87E-05,A05-1425001-1525000,2.04E-05,A05-2100001-2200000,1.31E-05,A06-7950001-8050000,1.26E-05,A05-23650001-23750000,2.24E-06
A05-25001-125000,5.06E-05,A05-200001-300000,5.45E-05,A05-1450001-1550000,2.04E-05,A05-2125001-2225000,1.31E-05,A06-7975001-8075000,1.37E-05,A05-23675001-23775000,2.24E-06
A05-50001-150000,6.44E-05,A05-225001-325000,4.39E-05,A05-1475001-1575000,1.62E-05,A05-2150001-2250000,2.16E-05,A06-8000001-8100000,1.09E-05,A05-23700001-23800000,5.00E-07
A05-75001-175000,5.05E-05,A05-250001-350000,4.02E-05,A05-1500001-1600000,1.62E-05,A05-2175001-2275000,2.19E-05,A06-8025001-8125000,1.08E-05,A05-23725001-23825000,5.00E-07
A05-100001-200000,5.82E-05,A05-400001-500000,9.54E-06,A05-1550001-1650000,5.48E-06,A05-2200001-2300000,2.76E-05,A06-8050001-8150000,1.08E-05,A05-23750001-23850000,5.00E-07
