CHROM-BIN_START-BIN_END,N_VARIANTS,WEIGHTED_FST,MEAN_FST
A05-7900001-8000000,2,0.177046,0.176802
A05-7925001-8025000,11,0.279134,0.198144
A05-7950001-8050000,11,0.279134,0.198144
A05-7975001-8075000,11,0.279134,0.198144
A05-8000001-8100000,9,0.302315,0.202887
A05-8075001-8175000,3,0.00696586,-0.0148209
A05-8100001-8200000,6,0.166905,0.089302
A05-8125001-8225000,7,0.154276,0.0928336
A05-8150001-8250000,10,0.137626,0.0829854
A05-8175001-8275000,7,0.152583,0.124902
A05-8200001-8300000,4,0.0986409,0.0735105
A05-8225001-8325000,3,0.0876051,0.0600063
A05-8250001-8350000,1,0.209099,0.209099
A05-8275001-8375000,1,0.209099,0.209099
A05-8300001-8400000,7,0.0382447,0.00169024
A05-8325001-8425000,7,0.0382447,0.00169024
A05-8350001-8450000,8,0.119752,0.0330339
A05-8375001-8475000,23,0.29727,0.175855
A05-8400001-8500000,17,0.363159,0.249525
A05-8425001-8525000,17,0.363159,0.249525
A05-8450001-8550000,16,0.35262,0.236795
A05-8475001-8575000,1,0.00833313,0.00833313
A05-8500001-8600000,1,0.00833313,0.00833313
A05-8525001-8625000,1,0.00833313,0.00833313
A05-8600001-8700000,14,0.263527,0.132746
A05-8625001-8725000,16,0.264042,0.147535
A05-8650001-8750000,26,0.265078,0.137775
A05-8675001-8775000,31,0.246713,0.137933
A05-8700001-8800000,17,0.233411,0.142204
A05-8725001-8825000,28,0.281098,0.170188
A05-8750001-8850000,33,0.215787,0.141139
A05-8775001-8875000,28,0.222943,0.141565
A05-8800001-8900000,28,0.222943,0.141565
A05-8825001-8925000,15,0.109898,0.0742619
A05-9000001-9100000,8,0.668149,0.55322
A05-9025001-9125000,8,0.668149,0.55322
A05-9050001-9150000,14,0.437894,0.347286
A05-9075001-9175000,14,0.437894,0.347286
A05-9100001-9200000,6,0.0781841,0.0727081
A05-9125001-9225000,8,0.0693016,0.0574367
A05-9150001-9250000,2,0.0157227,0.0116225
A05-9175001-9275000,2,0.0157227,0.0116225
A05-9200001-9300000,15,0.307326,0.293069
A05-9225001-9325000,13,0.327293,0.336369
A05-9250001-9350000,13,0.327293,0.336369
A05-9275001-9375000,18,0.280526,0.24961
A05-9300001-9400000,17,0.219402,0.144904
A05-9325001-9425000,17,0.219402,0.144904
A05-9350001-9450000,17,0.219402,0.144904
A05-9375001-9475000,17,0.379529,0.276059
A05-9400001-9500000,5,0.534532,0.469964
A05-9425001-9525000,10,0.486606,0.336962
A05-9450001-9550000,17,0.406174,0.207136
A05-9475001-9575000,12,0.256897,0.0976246
A05-9500001-9600000,12,0.256897,0.0976246
A05-9525001-9625000,7,0.0124297,0.0216712
A05-9550001-9650000,4,0.097124,0.0663732
A05-9575001-9675000,4,0.097124,0.0663732
A05-9600001-9700000,4,0.097124,0.0663732
A05-9625001-9725000,4,0.097124,0.0663732
A05-9650001-9750000,2,0.108838,0.108145
A05-9675001-9775000,2,0.108838,0.108145
A05-9700001-9800000,2,0.108838,0.108145
A05-9725001-9825000,2,0.108838,0.108145
A05-10050001-10150000,1,-0.0356943,-0.0356943
A05-10075001-10175000,1,-0.0356943,-0.0356943
A05-10100001-10200000,1,-0.0356943,-0.0356943
A05-10125001-10225000,1,-0.0356943,-0.0356943
A05-10175001-10275000,1,0.0504737,0.0504737
A05-10200001-10300000,1,0.0504737,0.0504737
A05-10225001-10325000,1,0.0504737,0.0504737
A05-10250001-10350000,1,0.0504737,0.0504737
A05-10275001-10375000,5,0.182408,0.173502
A05-10300001-10400000,5,0.182408,0.173502
A05-10325001-10425000,6,0.171253,0.138216
A05-10350001-10450000,7,0.214787,0.167645
A05-10375001-10475000,2,0.294243,0.153003
A05-10400001-10500000,2,0.294243,0.153003
A05-10425001-10525000,8,0.0909682,0.0781821
A05-10450001-10550000,10,0.0450105,0.0432212
A05-10475001-10575000,17,0.0593854,0.0323008
A05-10500001-10600000,20,0.0840104,0.0482575
A05-10525001-10625000,13,0.108145,0.0526086
A05-10550001-10650000,14,0.138504,0.0752568
A05-10575001-10675000,7,0.190389,0.133813
A05-10600001-10700000,4,0.196484,0.130164
A05-10625001-10725000,11,0.258296,0.127065
A05-10650001-10750000,7,0.282906,0.125294
A05-10675001-10775000,7,0.282906,0.125294
A05-10700001-10800000,7,0.282906,0.125294
A05-10750001-10850000,7,0.101695,0.0754151
A05-10775001-10875000,7,0.101695,0.0754151
A05-10800001-10900000,16,0.144495,0.0907233
A05-10825001-10925000,16,0.144495,0.0907233
A05-10850001-10950000,12,0.147662,0.0896125
A05-10875001-10975000,12,0.147662,0.0896125
A05-10900001-11000000,3,0.0042599,0.0505611
A05-10925001-11025000,21,0.185875,0.113724
A05-10950001-11050000,18,0.195692,0.124252
A05-10975001-11075000,18,0.195692,0.124252
A05-11000001-11100000,18,0.195692,0.124252
A05-11100001-11200000,3,0.116629,0.105924
A05-11125001-11225000,4,0.0851201,0.0738399
A05-11150001-11250000,11,0.0740924,0.0362657
A05-11175001-11275000,11,0.0740924,0.0362657
A05-11200001-11300000,11,0.0719261,0.0500582
A05-11225001-11325000,24,0.210036,0.132176
A05-11250001-11350000,17,0.257594,0.180509
A05-11275001-11375000,17,0.257594,0.180509
A05-11300001-11400000,14,0.272809,0.185655
A05-11350001-11450000,7,0.238182,0.130711
A05-11375001-11475000,7,0.238182,0.130711
A05-11400001-11500000,7,0.238182,0.130711
A05-11425001-11525000,7,0.238182,0.130711
A05-11550001-11650000,20,0.128351,0.0905949
A05-11575001-11675000,20,0.128351,0.0905949
A05-11600001-11700000,20,0.128351,0.0905949
A05-11625001-11725000,36,0.186035,0.123264
A05-11650001-11750000,16,0.226789,0.1641
A05-11675001-11775000,16,0.226789,0.1641
A05-11700001-11800000,16,0.226789,0.1641
A05-11750001-11850000,1,0.27603,0.27603
A05-11775001-11875000,1,0.27603,0.27603
A05-11800001-11900000,11,0.125017,0.0966881
A05-11825001-11925000,11,0.125017,0.0966881
A05-11850001-11950000,12,0.106577,0.0832554
A05-11875001-11975000,15,0.073907,0.0473725
A05-11900001-12000000,5,-0.0371133,-0.0153902
A05-11925001-12025000,5,-0.0371133,-0.0153902
A05-11950001-12050000,4,-0.0481361,-0.0524142
A05-11975001-12075000,9,0.27487,0.222477
A05-12000001-12100000,28,0.192513,0.149151
A05-12025001-12125000,28,0.192513,0.149151
A05-12050001-12150000,27,0.195709,0.151755
A05-12075001-12175000,19,0.135661,0.114417
A05-12150001-12250000,6,0.117228,0.11136
A05-12175001-12275000,16,0.341981,0.249018
A05-12200001-12300000,16,0.341981,0.249018
A05-12225001-12325000,16,0.341981,0.249018
A05-12250001-12350000,10,0.415718,0.331612
A05-12300001-12400000,8,0.426888,0.279706
A05-12325001-12425000,26,0.436136,0.303498
A05-12350001-12450000,26,0.436136,0.303498
A05-12375001-12475000,26,0.436136,0.303498
A05-12400001-12500000,21,0.393842,0.280475
A05-12425001-12525000,3,0.0735622,0.0788979
A05-12450001-12550000,3,0.0735622,0.0788979
A05-12475001-12575000,3,0.0735622,0.0788979
A05-12675001-12775000,1,0.00796416,0.00796416
A05-12700001-12800000,1,0.00796416,0.00796416
A05-12725001-12825000,1,0.00796416,0.00796416
A05-12750001-12850000,1,0.00796416,0.00796416
A05-12825001-12925000,11,0.170725,0.123973
A05-12850001-12950000,11,0.170725,0.123973
A05-12875001-12975000,11,0.170725,0.123973
A05-12900001-13000000,11,0.170725,0.123973
A05-12925001-13025000,3,0.217996,0.25263
A05-12950001-13050000,3,0.217996,0.25263
A05-12975001-13075000,3,0.217996,0.25263
A05-13000001-13100000,3,0.217996,0.25263
A05-13025001-13125000,7,0.366975,0.416113
A05-13050001-13150000,8,0.363844,0.407764
A05-13075001-13175000,8,0.363844,0.407764
A05-13100001-13200000,18,0.331412,0.324874
A05-13125001-13225000,24,0.132161,0.0713355
A05-13150001-13250000,23,0.119328,0.0592491
A05-13175001-13275000,23,0.119328,0.0592491
A05-13200001-13300000,14,-0.0612929,-0.0722664
A05-13225001-13325000,1,0.211165,0.211165
A05-13250001-13350000,7,0.405486,0.281548
A05-13275001-13375000,7,0.405486,0.281548
A05-13300001-13400000,6,0.407952,0.293278
A05-13325001-13425000,6,0.407952,0.293278
A05-13500001-13600000,9,0.0981781,0.0867324
A05-13525001-13625000,9,0.0981781,0.0867324
A05-13550001-13650000,9,0.0981781,0.0867324
A05-13575001-13675000,9,0.0981781,0.0867324
A05-13600001-13700000,10,0.31996,0.228188
A05-13625001-13725000,10,0.31996,0.228188
A05-13650001-13750000,10,0.31996,0.228188
A05-13675001-13775000,10,0.31996,0.228188
A05-13700001-13800000,2,0.678287,0.669175
A05-13725001-13825000,2,0.678287,0.669175
A05-13750001-13850000,3,0.578035,0.460525
A05-13775001-13875000,4,0.486071,0.41282
A05-13800001-13900000,6,0.179708,0.0860443
A05-13825001-13925000,6,0.179708,0.0860443
A05-13850001-13950000,5,0.192839,0.094608
A05-13875001-13975000,4,0.165968,0.0508342
A05-13900001-14000000,6,0.0205041,0.0188337
A05-13925001-14025000,6,0.0205041,0.0188337
A05-13950001-14050000,13,0.356451,0.228957
A05-13975001-14075000,13,0.356451,0.228957
A05-14000001-14100000,7,0.489954,0.409063
A05-14025001-14125000,7,0.489954,0.409063
A05-14100001-14200000,3,0.35211,0.267462
A05-14125001-14225000,3,0.35211,0.267462
A05-14150001-14250000,8,0.515859,0.383646
A05-14175001-14275000,8,0.515859,0.383646
A05-14200001-14300000,5,0.610259,0.453356
A05-14225001-14325000,5,0.610259,0.453356
A05-14275001-14375000,4,0.366223,0.310896
A05-14300001-14400000,4,0.366223,0.310896
A05-14325001-14425000,4,0.366223,0.310896
A05-14350001-14450000,4,0.366223,0.310896
A05-14500001-14600000,6,0.077236,0.0490614
A05-14525001-14625000,10,0.179144,0.0761616
A05-14550001-14650000,10,0.179144,0.0761616
A05-14575001-14675000,10,0.179144,0.0761616
A05-14600001-14700000,4,0.301319,0.116812
A05-14625001-14725000,23,0.522293,0.206501
A05-14650001-14750000,23,0.522293,0.206501
A05-14675001-14775000,23,0.522293,0.206501
A05-14700001-14800000,23,0.522293,0.206501
A05-14850001-14950000,4,0.0179186,0.0528702
A05-14875001-14975000,4,0.0179186,0.0528702
A05-14900001-15000000,6,0.20969,0.123644
A05-14925001-15025000,21,0.272465,0.128747
A05-14950001-15050000,17,0.314865,0.146601
A05-14975001-15075000,17,0.314865,0.146601
A05-15000001-15100000,15,0.293817,0.130789
A05-15025001-15125000,11,0.15814,0.0868514
A05-15050001-15150000,15,0.245322,0.141463
A05-15075001-15175000,15,0.245322,0.141463
A05-15100001-15200000,15,0.245322,0.141463
A05-15125001-15225000,7,0.315231,0.217117
A05-15150001-15250000,3,0.161992,0.117749
A05-15175001-15275000,3,0.161992,0.117749
A05-15200001-15300000,3,0.161992,0.117749
A05-15250001-15350000,11,0.374746,0.269338
A05-15275001-15375000,11,0.374746,0.269338
A05-15300001-15400000,11,0.374746,0.269338
A05-15325001-15425000,11,0.374746,0.269338
A05-15350001-15450000,5,0.258726,0.198598
A05-15375001-15475000,5,0.258726,0.198598
A05-15400001-15500000,12,0.198251,0.134959
A05-15425001-15525000,14,0.25486,0.153276
A05-15450001-15550000,32,0.297115,0.16802
A05-15475001-15575000,41,0.251914,0.130284
A05-15500001-15600000,34,0.275553,0.138681
A05-15525001-15625000,35,0.300087,0.163096
A05-15550001-15650000,16,0.200596,0.090936
A05-15575001-15675000,7,0.358346,0.21285
A05-15600001-15700000,7,0.358346,0.21285
A05-15625001-15725000,4,0.0148851,-0.00740822
A05-15650001-15750000,6,0.243372,0.160236
A05-15675001-15775000,9,0.268018,0.206811
A05-15700001-15800000,9,0.268018,0.206811
A05-15725001-15825000,9,0.268018,0.206811
A05-15750001-15850000,3,0.300244,0.299961
A05-15775001-15875000,6,0.271686,0.264887
A05-15800001-15900000,6,0.271686,0.264887
A05-15825001-15925000,6,0.271686,0.264887
A05-15850001-15950000,6,0.271686,0.264887
A05-15875001-15975000,11,0.0689882,0.0432952
A05-15900001-16000000,11,0.0689882,0.0432952
A05-15925001-16025000,11,0.0689882,0.0432952
A05-15950001-16050000,11,0.0689882,0.0432952
A05-16100001-16200000,4,0.377149,0.208448
A05-16125001-16225000,4,0.377149,0.208448
A05-16150001-16250000,4,0.377149,0.208448
A05-16175001-16275000,4,0.377149,0.208448
A05-16225001-16325000,1,0.0311389,0.0311389
A05-16250001-16350000,1,0.0311389,0.0311389
A05-16275001-16375000,1,0.0311389,0.0311389
A05-16300001-16400000,1,0.0311389,0.0311389
A05-16325001-16425000,3,0.301445,0.298667
A05-16350001-16450000,3,0.301445,0.298667
A05-16375001-16475000,3,0.301445,0.298667
A05-16400001-16500000,3,0.301445,0.298667
A05-16425001-16525000,14,0.150842,0.115661
A05-16450001-16550000,22,0.126842,0.107004
A05-16475001-16575000,26,0.120816,0.0916698
A05-16500001-16600000,26,0.120816,0.0916698
A05-16525001-16625000,19,0.307187,0.197669
A05-16550001-16650000,14,0.379876,0.245918
A05-16575001-16675000,16,0.348338,0.249375
A05-16600001-16700000,25,0.412759,0.268236
A05-16625001-16725000,21,0.390662,0.206038
A05-16650001-16750000,18,0.422422,0.216934
A05-16675001-16775000,12,0.517696,0.277361
A05-16700001-16800000,7,0.538706,0.337924
A05-16725001-16825000,4,0.547037,0.438255
A05-16750001-16850000,9,0.519894,0.379024
A05-16775001-16875000,9,0.519894,0.379024
A05-16800001-16900000,5,0.484138,0.331639
A05-16825001-16925000,5,0.484138,0.331639
A05-16850001-16950000,3,0.342472,0.313139
A05-16875001-16975000,17,0.253042,0.200655
A05-16900001-17000000,17,0.253042,0.200655
A05-16925001-17025000,46,0.158032,0.123446
A05-16950001-17050000,43,0.142067,0.110212
A05-16975001-17075000,35,0.170043,0.107593
A05-17000001-17100000,42,0.184228,0.113824
A05-17025001-17125000,13,0.357718,0.193325
A05-17050001-17150000,13,0.357718,0.193325
A05-17075001-17175000,11,0.221329,0.130343
A05-17100001-17200000,4,0.173023,0.104725
A05-17125001-17225000,4,0.173023,0.104725
A05-17150001-17250000,5,0.19406,0.141755
A05-17175001-17275000,1,0.289877,0.289877
A05-17200001-17300000,1,0.289877,0.289877
A05-17225001-17325000,6,0.154486,0.1224
A05-17250001-17350000,5,0.119974,0.0889047
A05-17275001-17375000,5,0.119974,0.0889047
A05-17300001-17400000,5,0.119974,0.0889047
A05-17475001-17575000,12,0.375692,0.27037
A05-17500001-17600000,12,0.375692,0.27037
A05-17525001-17625000,26,0.325955,0.213988
A05-17550001-17650000,26,0.325955,0.213988
A05-17575001-17675000,14,0.271169,0.16566
A05-17600001-17700000,14,0.271169,0.16566
A05-17625001-17725000,2,0.0108894,0.0122384
A05-17650001-17750000,5,0.0581847,0.0199029
A05-17675001-17775000,5,0.0581847,0.0199029
A05-17700001-17800000,5,0.0581847,0.0199029
A05-17725001-17825000,3,0.094754,0.0250125
A05-17825001-17925000,7,0.432858,0.16171
A05-17850001-17950000,10,0.367675,0.1814
A05-17875001-17975000,10,0.367675,0.1814
A05-17900001-18000000,10,0.367675,0.1814
A05-17925001-18025000,3,0.288032,0.227343
A05-18025001-18125000,4,0.0204962,0.0192562
A05-18050001-18150000,6,0.150174,0.116647
A05-18075001-18175000,6,0.150174,0.116647
A05-18100001-18200000,10,0.18698,0.123877
A05-18125001-18225000,6,0.282202,0.193624
A05-18150001-18250000,4,0.257868,0.134721
A05-18175001-18275000,5,0.219175,0.13163
A05-18200001-18300000,5,0.115741,0.104601
A05-18225001-18325000,8,0.108509,0.09309
A05-18250001-18350000,8,0.108509,0.09309
A05-18275001-18375000,9,0.0977559,0.0823161
A05-18300001-18400000,5,0.0810611,0.0674212
A05-18325001-18425000,2,0.0573149,0.0576954
A05-18350001-18450000,2,0.0573149,0.0576954
A05-18400001-18500000,11,0.0801182,0.0153161
A05-18425001-18525000,11,0.0801182,0.0153161
A05-18450001-18550000,11,0.0801182,0.0153161
A05-18475001-18575000,11,0.0801182,0.0153161
A05-18525001-18625000,2,0.785709,0.75308
A05-18550001-18650000,2,0.785709,0.75308
A05-18575001-18675000,2,0.785709,0.75308
A05-18600001-18700000,19,0.284733,0.220798
A05-18625001-18725000,26,0.233064,0.170729
A05-18650001-18750000,26,0.233064,0.170729
A05-18675001-18775000,26,0.233064,0.170729
A05-18700001-18800000,9,0.303979,0.194439
A05-18925001-19025000,7,0.239216,0.149674
A05-18950001-19050000,7,0.239216,0.149674
A05-18975001-19075000,7,0.239216,0.149674
A05-19000001-19100000,7,0.239216,0.149674
A05-19025001-19125000,1,0.796597,0.796597
A05-19050001-19150000,2,0.623267,0.389806
A05-19075001-19175000,2,0.623267,0.389806
A05-19100001-19200000,3,0.421522,0.327668
A05-19125001-19225000,12,0.35416,0.191857
A05-19150001-19250000,11,0.363279,0.210842
A05-19175001-19275000,11,0.363279,0.210842
A05-19200001-19300000,10,0.382369,0.211588
A05-19275001-19375000,4,0.412018,0.234002
A05-19300001-19400000,14,0.208994,0.107351
A05-19325001-19425000,20,0.22703,0.151748
A05-19350001-19450000,20,0.22703,0.151748
A05-19375001-19475000,16,0.165026,0.131185
A05-19400001-19500000,19,0.214642,0.178608
A05-19425001-19525000,13,0.189029,0.143192
A05-19450001-19550000,21,0.368354,0.278817
A05-19475001-19575000,21,0.368354,0.278817
A05-19500001-19600000,11,0.451716,0.395727
A05-19525001-19625000,11,0.451716,0.395727
A05-19550001-19650000,3,0.128777,0.119779
A05-19575001-19675000,3,0.128777,0.119779
A05-19625001-19725000,2,0.160224,0.0981488
A05-19650001-19750000,2,0.160224,0.0981488
A05-19675001-19775000,2,0.160224,0.0981488
A05-19700001-19800000,3,0.22177,0.16158
A05-19725001-19825000,1,0.288442,0.288442
A05-19750001-19850000,8,0.24046,0.176331
A05-19775001-19875000,8,0.24046,0.176331
A05-19800001-19900000,9,0.205825,0.149247
A05-19825001-19925000,19,0.210938,0.136716
A05-19850001-19950000,15,0.313504,0.150279
A05-19875001-19975000,22,0.392685,0.248148
A05-19900001-20000000,21,0.393781,0.249805
A05-19925001-20025000,11,0.557996,0.362866
A05-19950001-20050000,20,0.2839,0.20902
A05-19975001-20075000,14,0.138564,0.0892997
A05-20000001-20100000,13,0.154701,0.0955793
A05-20025001-20125000,14,0.151518,0.0880131
A05-20050001-20150000,2,0.238782,0.132262
A05-20075001-20175000,1,-0.0103478,-0.0103478
A05-20100001-20200000,12,0.163278,0.0866321
A05-20125001-20225000,11,0.166643,0.0954484
A05-20150001-20250000,11,0.166643,0.0954484
A05-20175001-20275000,18,0.248947,0.161027
A05-20200001-20300000,16,0.478517,0.334231
A05-20225001-20325000,19,0.454984,0.334182
A05-20250001-20350000,42,0.456159,0.260118
A05-20275001-20375000,37,0.460571,0.249828
A05-20300001-20400000,28,0.422977,0.20516
A05-20325001-20425000,37,0.364049,0.177997
A05-20350001-20450000,25,0.240438,0.148224
A05-20375001-20475000,23,0.24694,0.153842
A05-20400001-20500000,29,0.27405,0.182167
A05-20425001-20525000,17,0.306097,0.202332
A05-20450001-20550000,6,0.356883,0.290744
A05-20475001-20575000,7,0.514303,0.388024
A05-20500001-20600000,1,0.971704,0.971704
A05-20525001-20625000,2,0.767572,0.523204
A05-20550001-20650000,3,0.603932,0.388694
A05-20575001-20675000,15,0.401925,0.285491
A05-20600001-20700000,15,0.401925,0.285491
A05-20625001-20725000,14,0.41909,0.300547
A05-20650001-20750000,13,0.444382,0.31446
A05-20700001-20800000,3,0.243513,0.108817
A05-20725001-20825000,3,0.243513,0.108817
A05-20750001-20850000,3,0.243513,0.108817
A05-20775001-20875000,3,0.243513,0.108817
A05-20800001-20900000,6,0.374783,0.205554
A05-20825001-20925000,6,0.374783,0.205554
A05-20850001-20950000,6,0.374783,0.205554
A05-20875001-20975000,7,0.35579,0.214842
A05-20900001-21000000,4,0.17693,0.0869387
A05-20925001-21025000,4,0.17693,0.0869387
A05-20950001-21050000,5,0.118506,0.0585215
A05-20975001-21075000,4,0.0246085,0.00550978
A05-21000001-21100000,1,-0.0551471,-0.0551471
A05-21025001-21125000,1,-0.0551471,-0.0551471
A05-21050001-21150000,14,0.346692,0.28774
A05-21075001-21175000,14,0.346692,0.28774
A05-21100001-21200000,25,0.338033,0.2661
A05-21125001-21225000,28,0.32307,0.255781
A05-21150001-21250000,14,0.292767,0.223823
A05-21175001-21275000,14,0.292767,0.223823
A05-21200001-21300000,3,0.178219,0.169797
A05-21225001-21325000,6,0.63541,0.476734
A05-21250001-21350000,7,0.59906,0.419089
A05-21275001-21375000,9,0.57014,0.370189
A05-21300001-21400000,9,0.57014,0.370189
A05-21325001-21425000,3,0.329082,0.157101
A05-21350001-21450000,14,0.392155,0.266032
A05-21375001-21475000,19,0.38478,0.239064
A05-21400001-21500000,26,0.353802,0.225582
A05-21425001-21525000,26,0.353802,0.225582
A05-21450001-21550000,14,0.312688,0.181341
A05-21475001-21575000,9,0.22016,0.161225
A05-21500001-21600000,2,0.0640498,0.0640498
A05-21525001-21625000,3,0.237148,0.175256
A05-21550001-21650000,3,0.237148,0.175256
A05-21575001-21675000,1,0.397667,0.397667
A05-21600001-21700000,3,0.141017,0.129354
A05-21625001-21725000,2,-0.0036857,-0.00480277
A05-21650001-21750000,25,0.116007,0.0891995
A05-21675001-21775000,25,0.116007,0.0891995
A05-21700001-21800000,27,0.211052,0.140021
A05-21725001-21825000,34,0.231966,0.144048
A05-21750001-21850000,15,0.311782,0.200958
A05-21775001-21875000,17,0.294551,0.189929
A05-21800001-21900000,13,0.232826,0.129833
A05-21825001-21925000,14,0.425177,0.277453
A05-21850001-21950000,16,0.387327,0.261725
A05-21875001-21975000,18,0.399465,0.309307
A05-21900001-22000000,18,0.399465,0.309307
A05-21925001-22025000,11,0.216922,0.217153
A05-21950001-22050000,7,0.426415,0.404055
A05-21975001-22075000,3,0.49249,0.411342
A05-22000001-22100000,3,0.49249,0.411342
A05-22025001-22125000,8,0.689773,0.621216
A05-22050001-22150000,6,0.72394,0.645072
A05-22075001-22175000,6,0.72394,0.645072
A05-22100001-22200000,14,0.598242,0.431467
A05-22125001-22225000,15,0.327234,0.201372
A05-22150001-22250000,16,0.315984,0.194318
A05-22175001-22275000,18,0.299679,0.19202
A05-22200001-22300000,15,0.173934,0.158834
A05-22225001-22325000,11,0.227672,0.20496
A05-22250001-22350000,10,0.235839,0.216605
A05-22275001-22375000,11,0.219857,0.167575
A05-22300001-22400000,6,0.21307,0.124512
A05-22325001-22425000,3,0.0162391,0.00817929
A05-22350001-22450000,3,0.0162391,0.00817929
A05-22425001-22525000,13,0.0700844,0.0476077
A05-22450001-22550000,15,0.0639035,0.0411415
A05-22475001-22575000,15,0.0639035,0.0411415
A05-22500001-22600000,15,0.0639035,0.0411415
A05-22525001-22625000,10,0.467006,0.18393
A05-22550001-22650000,8,0.511483,0.230135
A05-22575001-22675000,11,0.449804,0.169796
A05-22600001-22700000,12,0.439822,0.154784
A05-22625001-22725000,4,0.016459,0.00408174
A05-22650001-22750000,8,0.216874,0.141417
A05-22675001-22775000,11,0.229979,0.228883
A05-22700001-22800000,20,0.32548,0.248888
A05-22725001-22825000,29,0.321746,0.224214
A05-22750001-22850000,26,0.314415,0.213159
A05-22775001-22875000,20,0.343072,0.206454
A05-22800001-22900000,10,0.293984,0.16794
A05-22825001-22925000,9,0.393989,0.253105
A05-22850001-22950000,10,0.39939,0.24443
A05-22875001-22975000,16,0.503331,0.343163
A05-22900001-23000000,16,0.503331,0.343163
A05-22925001-23025000,8,0.560271,0.42095
A05-22950001-23050000,18,0.46023,0.316464
A05-22975001-23075000,12,0.334783,0.220838
A05-23000001-23100000,15,0.303407,0.215485
A05-23025001-23125000,15,0.303407,0.215485
A05-23050001-23150000,6,0.184707,0.140168
A05-23075001-23175000,17,0.128931,0.0852145
A05-23100001-23200000,14,0.100886,0.0618876
A05-23125001-23225000,41,0.35581,0.245978
A05-23150001-23250000,47,0.358378,0.221432
A05-23175001-23275000,36,0.397692,0.272213
A05-23200001-23300000,37,0.411617,0.283395
A05-23225001-23325000,10,0.431577,0.126694
A05-23250001-23350000,1,0.685951,0.685951
A05-23275001-23375000,1,0.685951,0.685951
A05-23300001-23400000,3,0.00297381,-0.0112672
A05-23325001-23425000,3,0.00297381,-0.0112672
A05-23350001-23450000,3,0.00297381,-0.0112672
A05-23375001-23475000,9,0.270669,0.108539
A05-23400001-23500000,6,0.3857,0.168442
A05-23425001-23525000,6,0.3857,0.168442
A05-23450001-23550000,7,0.353917,0.122363
A05-23475001-23575000,1,-0.154114,-0.154114
A05-23500001-23600000,2,-0.0901755,-0.0549117
A05-23525001-23625000,2,-0.0901755,-0.0549117
A05-23550001-23650000,9,0.137262,0.116484
A05-23575001-23675000,12,0.162819,0.145014
A05-23600001-23700000,13,0.142498,0.131406
A05-23625001-23725000,16,0.162422,0.12204
A05-23650001-23750000,8,0.188551,0.118571
A05-23675001-23775000,7,0.210742,0.107349
A05-23700001-23800000,11,0.231245,0.149127
A05-23725001-23825000,8,0.210587,0.174505
A05-23750001-23850000,8,0.210587,0.174505
A05-23775001-23875000,6,0.158048,0.150226
A05-23800001-23900000,2,0.354912,0.360272
A05-23825001-23925000,2,0.354912,0.360272
A05-23850001-23950000,2,0.354912,0.360272
A05-23875001-23975000,14,0.174238,0.0631842
A05-23900001-24000000,12,0.074902,0.0136697
A05-23925001-24025000,13,0.0913476,0.0458244
A05-23950001-24050000,13,0.0913476,0.0458244
A05-23975001-24075000,6,0.657903,0.483119
A05-24000001-24100000,7,0.60658,0.418302
A05-24025001-24125000,6,0.612962,0.416072
A05-24050001-24150000,8,0.651478,0.495842
A05-24075001-24175000,3,0.630227,0.499901
A05-24100001-24200000,2,0.717829,0.735152
A05-24125001-24225000,4,0.651397,0.518488
A05-24150001-24250000,2,0.551434,0.301823
A05-24175001-24275000,2,0.551434,0.301823
A05-24200001-24300000,2,0.551434,0.301823
A05-24225001-24325000,7,0.369843,0.349928
A05-24250001-24350000,12,0.376076,0.297143
A05-24275001-24375000,18,0.336355,0.265865
A05-24300001-24400000,19,0.330425,0.253228
A05-24325001-24425000,17,0.281453,0.136323
A05-24350001-24450000,12,0.226451,0.100106
A05-24375001-24475000,6,0.0996994,-0.00309679
A05-24400001-24500000,5,0.118089,-0.00887094
A05-24425001-24525000,1,0.102003,0.102003
A05-24450001-24550000,1,0.102003,0.102003
A05-24475001-24575000,5,0.0973591,0.0581769
A05-24500001-24600000,8,0.185771,0.13097
A05-24525001-24625000,7,0.201481,0.135108
A05-24550001-24650000,8,0.191151,0.13541
A05-24575001-24675000,4,0.238674,0.223599
A05-24600001-24700000,1,0.137522,0.137522
A05-24625001-24725000,1,0.137522,0.137522
A05-24650001-24750000,3,-0.00544937,-0.0146823
A05-24675001-24775000,4,-0.115583,-0.0567855
A05-24700001-24800000,8,0.321384,0.177345
A05-24725001-24825000,9,0.300003,0.170609
A05-24750001-24850000,9,0.436861,0.341192
A05-24775001-24875000,8,0.487724,0.406728
A05-24800001-24900000,4,0.554302,0.401979
A05-24825001-24925000,7,0.446026,0.300923
A05-24850001-24950000,9,0.12681,0.067957
A05-24875001-24975000,9,0.12681,0.067957
A05-24900001-25000000,12,0.128047,0.079479
A05-24925001-25025000,29,0.025179,0.0198274
A05-24950001-25050000,40,0.0384587,0.0244544
A05-24975001-25075000,45,0.0685724,0.0417823
A05-25000001-25100000,42,0.0626406,0.0366207
A05-25025001-25125000,36,0.208383,0.118396
A05-25050001-25150000,34,0.462814,0.293628
A05-25075001-25175000,36,0.494176,0.298707
A05-25100001-25200000,36,0.494176,0.298707
A05-25125001-25225000,22,0.584929,0.354018
A05-25150001-25250000,8,0.450181,0.20847
A05-25175001-25275000,17,0.510361,0.286128
